Author,Cancer,Cell Line,Coumarin,Dose,Time,Viability
Abolhassani et al.,prostate,PC-3,Auraptene,5.0,48,93.33
Abolhassani et al.,prostate,PC-3,Auraptene,10.0,48,94.5
Abolhassani et al.,prostate,PC-3,Auraptene,20.0,48,92.15
Abolhassani et al.,prostate,PC-3,Auraptene,40.0,48,85.88
Abolhassani et al.,prostate,PC-3,Auraptene,80.0,48,65.88
Abolhassani et al.,prostate,PC-3,Auraptene,5.0,72,93.72
Abolhassani et al.,prostate,PC-3,Auraptene,10.0,72,85.88
Abolhassani et al.,prostate,PC-3,Auraptene,20.0,72,83.13
Abolhassani et al.,prostate,PC-3,Auraptene,40.0,72,76.86
Abolhassani et al.,prostate,PC-3,Auraptene,80.0,72,64.31
Abolhassani et al.,prostate,PC-3,Auraptene,5.0,96,92.94
Abolhassani et al.,prostate,PC-3,Auraptene,10.0,96,85.49
Abolhassani et al.,prostate,PC-3,Auraptene,20.0,96,81.56
Abolhassani et al.,prostate,PC-3,Auraptene,40.0,96,78.43
Abolhassani et al.,prostate,PC-3,Auraptene,80.0,96,49.41
Abolhassani et al.,prostate,PC-3,Auraptene,5.0,120,86.66
Abolhassani et al.,prostate,PC-3,Auraptene,10.0,120,81.17
Abolhassani et al.,prostate,PC-3,Auraptene,20.0,120,77.64
Abolhassani et al.,prostate,PC-3,Auraptene,40.0,120,73.72
Abolhassani et al.,prostate,PC-3,Auraptene,80.0,120,42.35
Abolhassani et al.,prostate,PC-3,Auraptene,5.0,144,79.6
Abolhassani et al.,prostate,PC-3,Auraptene,10.0,144,76.47
Abolhassani et al.,prostate,PC-3,Auraptene,20.0,144,73.72
Abolhassani et al.,prostate,PC-3,Auraptene,40.0,144,70.58
Abolhassani et al.,prostate,PC-3,Auraptene,80.0,144,34.9
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,16.7,24,99.25
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,67.0,24,99.04
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,134.0,24,97.71
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,33.5,48,96.98
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,67.0,48,84.53
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,134.0,48,76.37
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,67.0,72,87.02
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,134.0,72,75.27
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,16.7,96,80.24
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,33.5,96,78.18
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,67.0,96,62.05
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,134.0,96,45.63
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,16.7,120,91.8
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,33.5,120,82.35
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,67.0,120,60.04
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,134.0,120,47.54
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,16.7,144,88.86
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,33.5,144,78.25
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,67.0,144,56.34
Bagheri et al.,leukemia:lymphoma,MT-2,Auraptene,134.0,144,40.24
Charmforoshan et al.,breast,MCF-7,Auraptene,103.8,48,75.0
Charmforoshan et al.,breast,MCF-7,Auraptene,207.7,48,49.24
Charmforoshan et al.,breast,MCF-7,Auraptene,415.5,48,30.8
Charmforoshan et al.,breast,MCF-7,Auraptene,838.0,48,16.16
Epifano et al.,colon,HCT-116,Auraptene,2.5,72,86.41
Epifano et al.,colon,HCT-116,Auraptene,5.0,72,84.9
Epifano et al.,colon,HCT-116,Auraptene,10.0,72,70.18
Epifano et al.,colon,HCT-116,Auraptene,20.0,72,56.6
Epifano et al.,colon,HCT-116,Auraptene,40.0,72,45.66
Epifano et al.,colon,HT-29,Auraptene,2.5,72,90.94
Epifano et al.,colon,HT-29,Auraptene,5.0,72,86.41
Epifano et al.,colon,HT-29,Auraptene,10.0,72,75.09
Epifano et al.,colon,HT-29,Auraptene,20.0,72,55.09
Epifano et al.,colon,HT-29,Auraptene,40.0,72,28.3
Epifano et al.,glioma,SHSY-5Y,Auraptene,12.25,24,81.44
Epifano et al.,glioma,SHSY-5Y,Auraptene,25.0,24,75.34
Epifano et al.,glioma,SHSY-5Y,Auraptene,50.0,24,62.04
Gkionis et al.,breast,MCF-7,Auraptene,1.0,48,99.11
Gkionis et al.,breast,MCF-7,Auraptene,10.0,48,89.91
Gkionis et al.,breast,MCF-7,Auraptene,50.0,48,70.91
Gkionis et al.,breast,MCF-7,Auraptene,100.0,48,26.11
Goudarzi et al.,leukemia:lymphoma,MT-2,Auraptene,10.0,48,99.7
Goudarzi et al.,leukemia:lymphoma,MT-2,Auraptene,20.0,48,100.0
Goudarzi et al.,leukemia:lymphoma,MT-2,Auraptene,10.0,72,97.8
Goudarzi et al.,leukemia:lymphoma,MT-2,Auraptene,20.0,72,95.7
Goudarzi et al.,leukemia:lymphoma,MT-2,Auraptene,40.0,72,79.2
Goudarzi et al.,leukemia:lymphoma,MT-2,Auraptene,10.0,96,81.2
Goudarzi et al.,leukemia:lymphoma,MT-2,Auraptene,20.0,96,87.3
Goudarzi et al.,leukemia:lymphoma,MT-2,Auraptene,40.0,96,76.0
Hosseini et al.,bone,MG-63,Auraptene,25.0,24,99.8
Hosseini et al.,bone,MG-63,Auraptene,50.0,24,95.7
Hosseini et al.,bone,MG-63,Auraptene,100.0,24,91.3
Hosseini et al.,bone,MG-63,Auraptene,25.0,48,99.7
Hosseini et al.,bone,MG-63,Auraptene,50.0,48,93.5
Hosseini et al.,bone,MG-63,Auraptene,100.0,48,90.2
Jalilzade et al.,colon,HT-29,Auraptene,50.0,24,84.99
Jalilzade et al.,colon,HT-29,Auraptene,100.0,24,75.42
Jalilzade et al.,colon,HT-29,Auraptene,12.5,48,80.44
Jalilzade et al.,colon,HT-29,Auraptene,25.0,48,61.85
Jalilzade et al.,colon,HT-29,Auraptene,50.0,48,50.7
Jalilzade et al.,colon,HT-29,Auraptene,100.0,48,38.76
Jalilzade et al.,colon,HT-29,Auraptene,12.5,72,76.01
Jalilzade et al.,colon,HT-29,Auraptene,25.0,72,59.12
Jalilzade et al.,colon,HT-29,Auraptene,50.0,72,46.89
Jalilzade et al.,colon,HT-29,Auraptene,100.0,72,42.52
Jamialahmadi et al.,ovarian,A2780,Auraptene,3.13,24,88.38
Jamialahmadi et al.,ovarian,A2780,Auraptene,6.25,24,82.32
Jamialahmadi et al.,ovarian,A2780,Auraptene,12.5,24,71.21
Jamialahmadi et al.,ovarian,A2780,Auraptene,25.0,24,55.34
Jamialahmadi et al.,ovarian,A2780,Auraptene,50.0,24,41.59
Jamialahmadi et al.,ovarian,A2780,Auraptene,100.0,24,22.53
Jamialahmadi et al.,cervical,HeLa,Auraptene,3.13,24,88.35
Jamialahmadi et al.,cervical,HeLa,Auraptene,6.25,24,85.44
Jamialahmadi et al.,cervical,HeLa,Auraptene,12.5,24,72.25
Jamialahmadi et al.,cervical,HeLa,Auraptene,25.0,24,69.04
Jamialahmadi et al.,cervical,HeLa,Auraptene,50.0,24,64.28
Jamialahmadi et al.,cervical,HeLa,Auraptene,100.0,24,18.78
Jun et al.,leukemia:lymphoma,Jurkat T,Auraptene,16.8,20,98.6
Jun et al.,leukemia:lymphoma,Jurkat T,Auraptene,33.6,20,87.89
Jun et al.,leukemia:lymphoma,Jurkat T,Auraptene,50.4,20,61.28
Jun et al.,leukemia:lymphoma,Jurkat T,Auraptene,67.2,20,36.62
Jun et al.,leukemia:lymphoma,Jurkat T,Auraptene,100.8,20,15.92
Jun et al.,leukemia:lymphoma,Jurkat T,Auraptene,134.4,20,15.6
Krishnan et al.,breast,MCF-7,Auraptene,5.0,24,95.75
Krishnan et al.,breast,MCF-7,Auraptene,10.0,24,96.98
Krishnan et al.,breast,MCF-7,Auraptene,15.0,24,76.84
Krishnan et al.,breast,MCF-7,Auraptene,20.0,24,74.79
Krishnan et al.,breast,MCF-7,Auraptene,25.0,24,65.34
Krishnan et al.,breast,MCF-7,Auraptene,30.0,24,56.71
Krishnan et al.,breast,MCF-7,Auraptene,40.0,24,51.78
Krishnan et al.,breast,MCF-7,Auraptene,50.0,24,51.36
Krishnan et al.,breast,MDA-MB-231,Auraptene,1.0,24,89.04
Krishnan et al.,breast,MDA-MB-231,Auraptene,2.0,24,98.87
Krishnan et al.,breast,MDA-MB-231,Auraptene,10.0,24,68.25
Krishnan et al.,breast,MDA-MB-231,Auraptene,15.0,24,25.28
Krishnan et al.,breast,MDA-MB-231,Auraptene,20.0,24,18.82
Krishnan et al.,breast,MDA-MB-231,Auraptene,25.0,24,15.73
Krishnan et al.,breast,MDA-MB-231,Auraptene,30.0,24,15.16
Krishnan et al.,breast,MDA-MB-231,Auraptene,40.0,24,16.57
Krishnan et al.,breast,MDA-MB-231,Auraptene,50.0,24,17.97
Lee et al.,prostate,DU145,Auraptene,15.0,24,72.04
Lee et al.,prostate,DU145,Auraptene,30.0,24,60.21
Lee et al.,prostate,DU145,Auraptene,60.0,24,56.45
Lee et al.,prostate,DU145,Auraptene,90.0,24,41.03
Lee et al.,prostate,DU145,Auraptene,120.0,24,33.15
Lee et al.,prostate,LNCaP,Auraptene,15.0,24,87.81
Lee et al.,prostate,LNCaP,Auraptene,30.0,24,79.3
Lee et al.,prostate,LNCaP,Auraptene,60.0,24,70.34
Lee et al.,prostate,LNCaP,Auraptene,90.0,24,62.72
Lee et al.,prostate,LNCaP,Auraptene,120.0,24,57.34
Lee et al.,prostate,PC-3,Auraptene,15.0,24,99.68
Lee et al.,prostate,PC-3,Auraptene,30.0,24,80.42
Lee et al.,prostate,PC-3,Auraptene,60.0,24,63.39
Lee et al.,prostate,PC-3,Auraptene,90.0,24,60.48
Lee et al.,prostate,PC-3,Auraptene,120.0,24,43.68
Li et al.,liver,HCCLM3,Auraptene,50.0,16,85.97
Li et al.,liver,HCCLM3,Auraptene,100.0,16,78.06
Li et al.,liver,HCCLM3,Auraptene,150.0,16,65.31
Li et al.,liver,HCCLM3,Auraptene,200.0,16,60.84
Li et al.,liver,HLE ,Auraptene,50.0,16,82.02
Li et al.,liver,HLE ,Auraptene,100.0,16,71.56
Li et al.,liver,HLE ,Auraptene,150.0,16,63.39
Li et al.,liver,HLE ,Auraptene,200.0,16,57.65
Moon et al.,gastric,AGS,Auraptene,12.5,48,92.84
Moon et al.,gastric,AGS,Auraptene,25.0,48,80.73
Moon et al.,gastric,AGS,Auraptene,50.0,48,48.44
Moon et al.,gastric,AGS,Auraptene,100.0,48,42.2
Moon et al.,gastric,MKN-45,Auraptene,50.0,48,67.88
Moon et al.,gastric,MKN-45,Auraptene,100.0,48,35.59
Moon et al.,gastric,SNU-1,Auraptene,12.5,48,66.42
Moon et al.,gastric,SNU-1,Auraptene,25.0,48,44.77
Moon et al.,gastric,SNU-1,Auraptene,50.0,48,29.35
Moon et al.,gastric,SNU-1,Auraptene,100.0,48,29.72
Moon et al.,gastric,SNU-16,Auraptene,12.5,48,86.97
Moon et al.,gastric,SNU-16,Auraptene,25.0,48,84.4
Moon et al.,gastric,SNU-16,Auraptene,50.0,48,48.44
Moon et al.,gastric,SNU-16,Auraptene,100.0,48,44.03
Movaffagh et al.,gastric,MKN-45,Auraptene,16.7,24,93.61
Movaffagh et al.,gastric,MKN-45,Auraptene,33.4,24,85.81
Movaffagh et al.,gastric,MKN-45,Auraptene,66.8,24,78.95
Movaffagh et al.,gastric,MKN-45,Auraptene,133.6,24,52.0
Movaffagh et al.,gastric,MKN-45,Auraptene,16.7,48,92.67
Movaffagh et al.,gastric,MKN-45,Auraptene,33.4,48,79.9
Movaffagh et al.,gastric,MKN-45,Auraptene,66.8,48,53.19
Movaffagh et al.,gastric,MKN-45,Auraptene,133.6,48,37.58
Movaffagh et al.,gastric,MKN-45,Auraptene,16.7,72,97.87
Movaffagh et al.,gastric,MKN-45,Auraptene,33.4,72,91.48
Movaffagh et al.,gastric,MKN-45,Auraptene,66.8,72,60.04
Movaffagh et al.,gastric,MKN-45,Auraptene,133.6,72,44.2
Movaffagh et al.,gastric,MKN-45,Auraptene,16.7,96,84.86
Movaffagh et al.,gastric,MKN-45,Auraptene,33.4,96,69.97
Movaffagh et al.,gastric,MKN-45,Auraptene,66.8,96,65.01
Movaffagh et al.,gastric,MKN-45,Auraptene,133.6,96,43.26
Movaffagh et al.,gastric,MKN-45,Auraptene,16.7,120,74.94
Movaffagh et al.,gastric,MKN-45,Auraptene,33.4,120,72.1
Movaffagh et al.,gastric,MKN-45,Auraptene,66.8,120,69.97
Movaffagh et al.,gastric,MKN-45,Auraptene,133.6,120,41.13
Pulido-Capiz et al.,breast,MCF-7,Auraptene,35.0,48,92.86
Pulido-Capiz et al.,breast,MCF-7,Auraptene,50.0,48,32.27
Pulido-Capiz et al.,breast,MCF-7,Auraptene,75.0,48,22.41
Pulido-Capiz et al.,breast,MCF-7,Auraptene,100.0,48,24.38
Shiran et al.,breast,MDA-MB-231,Auraptene,6.25,24,94.44
Shiran et al.,breast,MDA-MB-231,Auraptene,12.5,24,92.59
Shiran et al.,breast,MDA-MB-231,Auraptene,25.0,24,87.03
Shiran et al.,breast,MDA-MB-231,Auraptene,50.0,24,84.07
Shiran et al.,breast,MDA-MB-231,Auraptene,100.0,24,58.14
Shiran et al.,breast,MDA-MB-231,Auraptene,200.0,24,41.48
Suthiphasilp et al.,lung,A549,Auraptene,6.25,24,99.08
Suthiphasilp et al.,lung,A549,Auraptene,12.5,24,96.19
Suthiphasilp et al.,lung,A549,Auraptene,25.0,24,41.03
Suthiphasilp et al.,lung,A549,Auraptene,50.0,24,6.47
Suthiphasilp et al.,lung,A549,Auraptene,100.0,24,5.21
Suthiphasilp et al.,leukemia:lymphoma,K562,Auraptene,6.25,24,82.72
Suthiphasilp et al.,leukemia:lymphoma,K562,Auraptene,12.5,24,78.88
Suthiphasilp et al.,leukemia:lymphoma,K562,Auraptene,25.0,24,64.25
Suthiphasilp et al.,leukemia:lymphoma,K562,Auraptene,50.0,24,33.18
Suthiphasilp et al.,leukemia:lymphoma,K562,Auraptene,100.0,24,24.88
Suthiphasilp et al.,colon,SW480,Auraptene,6.25,24,99.46
Suthiphasilp et al.,colon,SW480,Auraptene,12.5,24,95.07
Suthiphasilp et al.,colon,SW480,Auraptene,25.0,24,75.78
Suthiphasilp et al.,colon,SW480,Auraptene,50.0,24,46.24
Suthiphasilp et al.,colon,SW480,Auraptene,100.0,24,5.71
Tang et al.,prostate,DU145,Auraptene,230.0,72,66.62
Tang et al.,prostate,DU145,Auraptene,250.0,72,60.16
Tang et al.,prostate,DU145,Auraptene,270.0,72,41.47
Tang et al.,prostate,DU145,Auraptene,290.0,72,13.59
Tang et al.,prostate,LNCaP,Auraptene,230.0,72,78.64
Tang et al.,prostate,LNCaP,Auraptene,250.0,72,75.59
Tang et al.,prostate,LNCaP,Auraptene,270.0,72,55.25
Tang et al.,prostate,LNCaP,Auraptene,290.0,72,47.11
Tang et al.,prostate,PC-3,Auraptene,230.0,72,73.14
Tang et al.,prostate,PC-3,Auraptene,250.0,72,58.98
Tang et al.,prostate,PC-3,Auraptene,270.0,72,45.5
Tang et al.,prostate,PC-3,Auraptene,290.0,72,37.41
Arora et al.,pancreatic,AsPc-1,Esculetin,100.0,24,80.2
Arora et al.,pancreatic,AsPc-1,Esculetin,200.0,24,77.8
Arora et al.,pancreatic,AsPc-1,Esculetin,300.0,24,72.2
Arora et al.,pancreatic,AsPc-1,Esculetin,500.0,24,69.8
Arora et al.,pancreatic,AsPc-1,Esculetin,100.0,48,46.36
Arora et al.,pancreatic,AsPc-1,Esculetin,200.0,48,45.83
Arora et al.,pancreatic,AsPc-1,Esculetin,300.0,48,43.69
Arora et al.,pancreatic,AsPc-1,Esculetin,500.0,48,42.1
Arora et al.,pancreatic,AsPc-1,Esculetin,100.0,72,41.56
Arora et al.,pancreatic,AsPc-1,Esculetin,200.0,72,42.1
Arora et al.,pancreatic,AsPc-1,Esculetin,300.0,72,38.63
Arora et al.,pancreatic,AsPc-1,Esculetin,500.0,72,34.9
Arora et al.,pancreatic,MIA-PACA-2 ,Esculetin,100.0,24,74.34
Arora et al.,pancreatic,MIA-PACA-2 ,Esculetin,200.0,24,57.88
Arora et al.,pancreatic,MIA-PACA-2 ,Esculetin,300.0,24,48.58
Arora et al.,pancreatic,MIA-PACA-2 ,Esculetin,500.0,24,43.81
Arora et al.,pancreatic,MIA-PACA-2 ,Esculetin,100.0,48,74.87
Arora et al.,pancreatic,MIA-PACA-2 ,Esculetin,200.0,48,41.15
Arora et al.,pancreatic,MIA-PACA-2 ,Esculetin,300.0,48,22.04
Arora et al.,pancreatic,MIA-PACA-2 ,Esculetin,500.0,48,17.52
Arora et al.,pancreatic,MIA-PACA-2 ,Esculetin,100.0,72,49.91
Arora et al.,pancreatic,MIA-PACA-2 ,Esculetin,200.0,72,32.92
Arora et al.,pancreatic,MIA-PACA-2 ,Esculetin,300.0,72,26.02
Arora et al.,pancreatic,MIA-PACA-2 ,Esculetin,500.0,72,18.05
Arora et al.,pancreatic,PANC-1,Esculetin,100.0,24,68.5
Arora et al.,pancreatic,PANC-1,Esculetin,200.0,24,68.21
Arora et al.,pancreatic,PANC-1,Esculetin,300.0,24,59.83
Arora et al.,pancreatic,PANC-1,Esculetin,500.0,24,56.07
Arora et al.,pancreatic,PANC-1,Esculetin,100.0,48,55.49
Arora et al.,pancreatic,PANC-1,Esculetin,200.0,48,45.09
Arora et al.,pancreatic,PANC-1,Esculetin,300.0,48,42.49
Arora et al.,pancreatic,PANC-1,Esculetin,500.0,48,41.33
Arora et al.,pancreatic,PANC-1,Esculetin,100.0,72,42.2
Arora et al.,pancreatic,PANC-1,Esculetin,200.0,72,28.03
Arora et al.,pancreatic,PANC-1,Esculetin,300.0,72,25.43
Arora et al.,pancreatic,PANC-1,Esculetin,500.0,72,20.23
Chang et al.,breast,MCF-7,Esculetin,20.0,24,85.09
Chang et al.,breast,MCF-7,Esculetin,40.0,24,57.88
Chang et al.,breast,MCF-7,Esculetin,60.0,24,40.19
Chang et al.,breast,MCF-7,Esculetin,80.0,24,32.01
Chang et al.,breast,MCF-7,Esculetin,100.0,24,14.31
Chang et al.,breast,MDA-MB-231,Esculetin,20.0,24,91.91
Chang et al.,breast,MDA-MB-231,Esculetin,40.0,24,62.39
Chang et al.,breast,MDA-MB-231,Esculetin,60.0,24,34.16
Chang et al.,breast,MDA-MB-231,Esculetin,80.0,24,12.14
Chang et al.,breast,MDA-MB-231,Esculetin,100.0,24,2.75
Chang et al.,breast,ZR-75-1,Esculetin,20.0,24,84.63
Chang et al.,breast,ZR-75-1,Esculetin,40.0,24,55.5
Chang et al.,breast,ZR-75-1,Esculetin,60.0,24,27.19
Chang et al.,breast,ZR-75-1,Esculetin,80.0,24,8.27
Chang et al.,breast,ZR-75-1,Esculetin,100.0,24,2.88
Cho et al.,oral,HN22,Esculetin,14.03,24,93.67
Cho et al.,oral,HN22,Esculetin,28.07,24,84.17
Cho et al.,oral,HN22,Esculetin,56.14,24,50.5
Cho et al.,oral,HN22,Esculetin,84.2,24,53.09
Cho et al.,oral,HN22,Esculetin,112.27,24,50.07
Cho et al.,oral,HN22,Esculetin,14.03,48,78.13
Cho et al.,oral,HN22,Esculetin,28.07,48,65.18
Cho et al.,oral,HN22,Esculetin,56.14,48,53.09
Cho et al.,oral,HN22,Esculetin,84.2,48,40.14
Cho et al.,oral,HN22,Esculetin,112.27,48,25.04
Cho et al.,oral,HSC4,Esculetin,14.03,24,94.53
Cho et al.,oral,HSC4,Esculetin,28.07,24,79.86
Cho et al.,oral,HSC4,Esculetin,56.14,24,66.91
Cho et al.,oral,HSC4,Esculetin,84.2,24,59.57
Cho et al.,oral,HSC4,Esculetin,112.27,24,54.39
Cho et al.,oral,HSC4,Esculetin,14.03,48,74.68
Cho et al.,oral,HSC4,Esculetin,28.07,48,59.57
Cho et al.,oral,HSC4,Esculetin,56.14,48,48.35
Cho et al.,oral,HSC4,Esculetin,84.2,48,40.58
Cho et al.,oral,HSC4,Esculetin,112.27,48,31.08
Choi et al.,colon,LoVo,Esculetin,200.0,24,72.15
Choi et al.,colon,LoVo,Esculetin,200.0,48,56.87
Choi et al.,colon,LoVo,Esculetin,200.0,72,16.93
Choi et al.,colon,LoVo,Esculetin,400.0,24,63.13
Choi et al.,colon,LoVo,Esculetin,400.0,48,49.69
Choi et al.,colon,LoVo,Esculetin,400.0,72,13.44
Choi et al.,colon,LoVo,Esculetin,600.0,24,56.13
Choi et al.,colon,LoVo,Esculetin,600.0,48,32.94
Choi et al.,colon,LoVo,Esculetin,600.0,72,11.41
Duan et al.,renal,786-O,Esculetin,140.34,24,98.78
Duan et al.,renal,786-O,Esculetin,280.68,24,63.28
Duan et al.,renal,786-O,Esculetin,561.36,24,57.88
Duan et al.,renal,786-O,Esculetin,1122.71,24,42.06
Duan et al.,renal,786-O,Esculetin,70.17,48,80.26
Duan et al.,renal,786-O,Esculetin,140.34,48,70.61
Duan et al.,renal,786-O,Esculetin,280.68,48,51.7
Duan et al.,renal,786-O,Esculetin,561.36,48,30.87
Duan et al.,renal,786-O,Esculetin,1122.71,48,26.24
Duan et al.,renal,SN12-PM6,Esculetin,70.17,24,93.38
Duan et al.,renal,SN12-PM6,Esculetin,140.34,24,94.92
Duan et al.,renal,SN12-PM6,Esculetin,280.68,24,84.12
Duan et al.,renal,SN12-PM6,Esculetin,561.36,24,74.08
Duan et al.,renal,SN12-PM6,Esculetin,1122.71,24,55.56
Duan et al.,renal,SN12-PM6,Esculetin,70.17,48,88.36
Duan et al.,renal,SN12-PM6,Esculetin,140.34,48,79.49
Duan et al.,renal,SN12-PM6,Esculetin,280.68,48,66.75
Duan et al.,renal,SN12-PM6,Esculetin,561.36,48,57.49
Duan et al.,renal,SN12-PM6,Esculetin,1122.71,48,45.14
Jeon et al.,oral,HN22,Esculetin,28.07,24,88.59
Jeon et al.,oral,HN22,Esculetin,56.14,24,57.66
Jeon et al.,oral,HN22,Esculetin,112.27,24,30.0
Jeon et al.,oral,HN22,Esculetin,28.07,48,73.13
Jeon et al.,oral,HN22,Esculetin,56.14,48,50.16
Jeon et al.,oral,HN22,Esculetin,112.27,48,25.78
Jeon et al.,oral,HSC2,Esculetin,28.07,24,81.56
Jeon et al.,oral,HSC2,Esculetin,56.14,24,70.31
Jeon et al.,oral,HSC2,Esculetin,112.27,24,45.94
Jeon et al.,oral,HSC2,Esculetin,28.07,48,59.06
Jeon et al.,oral,HSC2,Esculetin,56.14,48,49.22
Jeon et al.,oral,HSC2,Esculetin,112.27,48,30.47
Khunluck et al.,cholangiocarcinoma,KKU-100,Esculetin,0.01,24,92.63
Khunluck et al.,cholangiocarcinoma,KKU-100,Esculetin,0.1,24,85.12
Khunluck et al.,cholangiocarcinoma,KKU-100,Esculetin,1.0,24,93.31
Khunluck et al.,cholangiocarcinoma,KKU-100,Esculetin,10.0,24,82.39
Khunluck et al.,cholangiocarcinoma,KKU-100,Esculetin,30.0,24,81.98
Khunluck et al.,cholangiocarcinoma,KKU-100,Esculetin,100.0,24,52.42
Khunluck et al.,cholangiocarcinoma,KKU-100,Esculetin,0.01,48,98.54
Khunluck et al.,cholangiocarcinoma,KKU-100,Esculetin,0.1,48,98.96
Khunluck et al.,cholangiocarcinoma,KKU-100,Esculetin,1.0,48,100.0
Khunluck et al.,cholangiocarcinoma,KKU-100,Esculetin,10.0,48,92.25
Khunluck et al.,cholangiocarcinoma,KKU-100,Esculetin,30.0,48,71.07
Khunluck et al.,cholangiocarcinoma,KKU-100,Esculetin,100.0,48,24.53
Kim et al.,colon,HT-29,Esculetin,112.27,48,97.07
Kim et al.,colon,HT-29,Esculetin,224.54,48,61.09
Kim et al.,colon,HT-29,Esculetin,336.81,48,45.07
Kim et al.,colon,HT-29,Esculetin,449.08,48,32.82
Kim et al.,colon,HCT-116,Esculetin,20.0,24,98.84
Kim et al.,colon,HCT-116,Esculetin,40.0,24,90.62
Kim et al.,colon,HCT-116,Esculetin,60.0,24,64.73
Kim et al.,colon,HCT-116,Esculetin,80.0,24,45.56
Kim et al.,colon,HCT-116,Esculetin,100.0,24,32.37
Kim et al.,colon,HCT-116,Esculetin,20.0,48,97.1
Kim et al.,colon,HCT-116,Esculetin,40.0,48,67.47
Kim et al.,colon,HCT-116,Esculetin,60.0,48,42.07
Kim et al.,colon,HCT-116,Esculetin,80.0,48,16.43
Kim et al.,colon,HCT-116,Esculetin,100.0,48,11.95
Kim et al.,colon,HCT-116,Esculetin,20.0,72,84.65
Kim et al.,colon,HCT-116,Esculetin,40.0,72,66.22
Kim et al.,colon,HCT-116,Esculetin,60.0,72,27.88
Kim et al.,colon,HCT-116,Esculetin,80.0,72,13.69
Kim et al.,colon,HCT-116,Esculetin,100.0,72,9.46
Kim et al.,colon,SW480,Esculetin,20.0,24,100.0
Kim et al.,colon,SW480,Esculetin,40.0,24,94.76
Kim et al.,colon,SW480,Esculetin,60.0,24,75.48
Kim et al.,colon,SW480,Esculetin,80.0,24,63.57
Kim et al.,colon,SW480,Esculetin,100.0,24,49.52
Kim et al.,colon,SW480,Esculetin,20.0,48,95.24
Kim et al.,colon,SW480,Esculetin,40.0,48,85.24
Kim et al.,colon,SW480,Esculetin,60.0,48,67.38
Kim et al.,colon,SW480,Esculetin,80.0,48,46.43
Kim et al.,colon,SW480,Esculetin,100.0,48,30.95
Kim et al.,colon,SW480,Esculetin,20.0,72,90.48
Kim et al.,colon,SW480,Esculetin,40.0,72,84.76
Kim et al.,colon,SW480,Esculetin,60.0,72,52.38
Kim et al.,colon,SW480,Esculetin,80.0,72,33.1
Kim et al.,colon,SW480,Esculetin,100.0,72,24.29
Lee et al.,colon,DLD-1,Esculetin,20.0,72,93.52
Lee et al.,colon,DLD-1,Esculetin,40.0,72,67.22
Lee et al.,colon,DLD-1,Esculetin,60.0,72,55.48
Lee et al.,colon,DLD-1,Esculetin,80.0,72,43.96
Lee et al.,colon,HCT-116,Esculetin,20.0,72,84.88
Lee et al.,colon,HCT-116,Esculetin,40.0,72,67.67
Lee et al.,colon,HCT-116,Esculetin,60.0,72,49.53
Lee et al.,colon,HCT-116,Esculetin,80.0,72,33.02
Lee et al.,colon,HCT-15,Esculetin,20.0,72,91.12
Lee et al.,colon,HCT-15,Esculetin,40.0,72,72.34
Lee et al.,colon,HCT-15,Esculetin,60.0,72,48.62
Lee et al.,colon,HCT-15,Esculetin,80.0,72,30.79
Lee et al.,lung,NCI-H1299,Esculetin,140.34,24,77.96
Lee et al.,lung,NCI-H1299,Esculetin,280.68,24,61.22
Lee et al.,lung,NCI-H1299,Esculetin,561.36,24,49.39
Lee et al.,lung,NCI-H1299,Esculetin,842.03,24,42.86
Lee et al.,lung,NCI-H1299,Esculetin,140.34,48,69.8
Lee et al.,lung,NCI-H1299,Esculetin,280.68,48,57.14
Lee et al.,lung,NCI-H1299,Esculetin,561.36,48,38.78
Lee et al.,lung,NCI-H1299,Esculetin,842.03,48,24.08
Lee et al.,lung,NCI-H358,Esculetin,140.34,24,87.35
Lee et al.,lung,NCI-H358,Esculetin,280.68,24,62.86
Lee et al.,lung,NCI-H358,Esculetin,561.36,24,56.73
Lee et al.,lung,NCI-H358,Esculetin,842.03,24,41.63
Lee et al.,lung,NCI-H358,Esculetin,140.34,48,65.71
Lee et al.,lung,NCI-H358,Esculetin,280.68,48,43.27
Lee et al.,lung,NCI-H358,Esculetin,561.36,48,36.73
